geom,tweet_id,timestamp,content,lat,lon,category
SRID=4326;POINT(36.770279 -1.37984),913036263136960512,2017-09-27 13:43:03,16:41 What's going around community? Cars turning back on Ngong road towards kenyatt Avenue via @kidolezi,-1.37984,36.770279,NONE
